Season,Team,Lg,Salary
2004-05,Utah Jazz,NBA,"$1,481,400"
2005-06,Utah Jazz,NBA,"$1,592,400"
2006-07,Toronto Raptors,NBA,"$1,703,520"
2007-08,Toronto Raptors,NBA,"$2,522,913"
2008-09,Toronto Raptors,NBA,"$3,200,000"
2009-10,New Jersey Nets,NBA,"$3,200,000"
2010-11,New Jersey Nets,NBA,"$3,200,000"
2011-12,New Jersey Nets,NBA,"$8,000,000"
2012-13,Brooklyn Nets,NBA,"$12,000,000"
2013-14,Boston Celtics,NBA,"$12,000,000"
2014-15,Washington Wizards,NBA,"$4,300,000"
2015-16,Phoenix Suns,NBA,"$4,600,000"
2015-16,Atlanta Hawks,NBA,"$388,025"
2016-17,Atlanta Hawks,NBA,"$4,000,000"
Career,(may be incomplete),,"$62,188,258"
