0
2003-04 NBA 20.9 (13th)
2004-05 NBA 27.2 (3rd)
2005-06 NBA 31.4 (3rd)
2006-07 NBA 27.3 (4th)
2007-08 NBA 30.0 (1st)
2008-09 NBA 28.4 (2nd)
2009-10 NBA 29.7 (2nd)
2010-11 NBA 26.7 (2nd)
2011-12 NBA 27.1 (3rd)
2012-13 NBA 26.8 (4th)
2013-14 NBA 27.1 (3rd)
2014-15 NBA 25.3 (3rd)
2015-16 NBA 25.3 (5th)
2016-17 NBA 26.4 (8th)
2017-18 NBA 27.5 (3rd)
2019-20 NBA 25.3 (12th)
2023-24 NBA 25.7 (13th)
2024-25 NBA 24.4 (13th)
Active 27.0 (4th)
Career 27.0 (8th)
Career NBA 27.0 (8th)
Career Playoffs 28.4 (6th)
Career NBA Playoffs 28.4 (6th)
