"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2009-10,23,POR,NBA,WC1,PHO,L (2-4),6,25.3,9.8,4.3,0.7,0.8,0.5,22,52,.423,5,17,.294,17,35,.486,.471,10,18,.556,7,19,26,4,5,3,3,13,59,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,27,WAS,NBA,EC1,CHI,W (4-1),5,18.0,5.4,2.0,0.4,0.8,0.6,10,22,.455,5,16,.313,5,6,.833,.568,2,3,.667,0,10,10,2,4,3,2,4,27,
2013-14,27,WAS,NBA,ECS,IND,L (2-4),6,17.5,2.5,2.5,0.5,0.0,0.3,5,19,.263,1,10,.100,4,9,.444,.289,4,6,.667,4,11,15,3,0,2,2,10,15,
2014-15,28,WAS,NBA,EC1,TOR,W (4-0),1,4.0,2.0,0.0,0.0,0.0,0.0,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,0,0,0,0,0,0,0,0,2,
2015-16,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2016-17,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
3 Yrs (4 Series),3 Yrs (4 Series),3 Yrs (4 Series),3 Yrs (4 Series),3 Yrs (4 Series),3 Yrs (4 Series),2-2,18,19.5,5.7,2.8,0.5,0.5,0.4,38,95,.400,11,44,.250,27,51,.529,.458,16,27,.593,11,40,51,9,9,8,7,27,103,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),0-1,6,25.3,9.8,4.3,0.7,0.8,0.5,22,52,.423,5,17,.294,17,35,.486,.471,10,18,.556,7,19,26,4,5,3,3,13,59,
EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),EC1 (2 Series),2-0,6,15.7,4.8,1.7,0.3,0.7,0.5,11,24,.458,5,17,.294,6,7,.857,.563,2,3,.667,0,10,10,2,4,3,2,4,29,
ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),0-1,6,17.5,2.5,2.5,0.5,0.0,0.3,5,19,.263,1,10,.100,4,9,.444,.289,4,6,.667,4,11,15,3,0,2,2,10,15,
