"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2004-05,27,WAS,NBA,EC1,CHI,W (4-2),6,17.5,6.2,5.2,0.3,0.0,1.0,14,22,.636,0,0,14,22,.636,.636,9,18,.500,9,22,31,2,0,6,8,17,37,
2004-05,27,WAS,NBA,ECS,MIA,L (0-4),2,12.0,5.5,2.5,0.0,0.0,0.5,5,7,.714,0,0,5,7,.714,.714,1,4,.250,3,2,5,0,0,1,1,6,11,
2005-06,28,WAS,NBA,EC1,CLE,L (2-4),3,6.0,2.0,2.0,0.0,0.7,0.7,2,5,.400,0,0,2,5,.400,.400,2,4,.500,2,4,6,0,2,2,0,3,6,
2006-07,29,WAS,NBA,EC1,CLE,L (0-4),4,21.0,5.0,5.5,0.3,0.5,0.8,7,17,.412,0,0,7,17,.412,.412,6,9,.667,2,20,22,1,2,3,6,9,20,
2007-08,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness,Did not play - illness
2009-10,32,OKC,NBA,WC1,LAL,L (2-4),2,8.5,6.0,2.0,0.0,0.0,0.0,5,6,.833,0,0,5,6,.833,.833,2,2,1.000,1,3,4,0,0,0,1,1,12,
2010-11,33,ATL,NBA,EC1,ORL,W (4-2),1,7.0,0.0,1.0,0.0,0.0,0.0,0,2,.000,0,0,0,2,.000,.000,0,0,,1,0,1,0,0,0,0,1,0,
5 Yrs (6 Series),5 Yrs (6 Series),5 Yrs (6 Series),5 Yrs (6 Series),5 Yrs (6 Series),5 Yrs (6 Series),2-4,18,14.2,4.8,3.8,0.2,0.2,0.7,33,59,.559,0,0,33,59,.559,.559,20,37,.541,18,51,69,3,4,12,16,37,86,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),0-1,2,8.5,6.0,2.0,0.0,0.0,0.0,5,6,.833,0,0,5,6,.833,.833,2,2,1.000,1,3,4,0,0,0,1,1,12,
EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),EC1 (4 Series),2-2,14,15.3,4.5,4.3,0.2,0.3,0.8,23,46,.500,0,0,23,46,.500,.500,17,31,.548,14,46,60,3,4,11,14,30,63,
ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),0-1,2,12.0,5.5,2.5,0.0,0.0,0.5,5,7,.714,0,0,5,7,.714,.714,1,4,.250,3,2,5,0,0,1,1,6,11,
