Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2010-11,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2011-12,22,POR,NBA,SG,24,0,149,13.1,26.1,.500,2.8,9.5,.296,10.2,16.6,.617,.554,2.1,6.4,.333,2.5,4.2,6.7,2.1,2.1,1.1,1.8,6.4,31.1,106,107,
2012-13,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury,Did not play - injury
2013-14,24,PHI,NBA,SG,67,2,1157,5.9,14.1,.415,1.5,5.2,.296,4.3,8.9,.486,.470,3.6,5.0,.731,1.3,4.2,5.4,3.0,1.5,0.1,2.8,5.3,16.9,98,113,
2014-15,25,2TM,NBA,SG,13,0,119,6.2,16.4,.378,3.5,8.0,.444,2.7,8.4,.316,.486,0.4,1.8,.250,0.0,3.5,3.5,5.3,1.8,0.0,1.8,5.3,16.4,100,110,
2014-15,25,UTA,NBA,SG,5,0,42,7.6,16.4,.462,6.3,8.9,.714,1.3,7.6,.167,.654,1.3,2.5,.500,0.0,3.8,3.8,5.1,2.5,0.0,5.1,1.3,22.8,106,107,
2014-15,25,NOP,NBA,SG,8,0,77,5.5,16.4,.333,2.0,7.5,.273,3.4,8.9,.385,.396,0.0,1.4,.000,0.0,3.4,3.4,5.5,1.4,0.0,0.0,7.5,13.0,96,111,
2015-16,26,MEM,NBA,PG,5,0,45,2.3,11.4,.200,1.1,4.6,.250,1.1,6.9,.167,.250,3.4,4.6,.750,1.1,3.4,4.6,4.6,0.0,0.0,1.1,2.3,9.1,86,115,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,109,2,1470,6.5,15.3,.421,1.8,5.8,.310,4.7,9.5,.489,.480,3.2,4.9,.669,1.3,4.1,5.4,3.1,1.5,0.2,2.6,5.3,18.0,99,112,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,67,2,1157,5.9,14.1,.415,1.5,5.2,.296,4.3,8.9,.486,.470,3.6,5.0,.731,1.3,4.2,5.4,3.0,1.5,0.1,2.8,5.3,16.9,98,113,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,24,0,149,13.1,26.1,.500,2.8,9.5,.296,10.2,16.6,.617,.554,2.1,6.4,.333,2.5,4.2,6.7,2.1,2.1,1.1,1.8,6.4,31.1,106,107,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,8,0,77,5.5,16.4,.333,2.0,7.5,.273,3.4,8.9,.385,.396,0.0,1.4,.000,0.0,3.4,3.4,5.5,1.4,0.0,0.0,7.5,13.0,96,111,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,5,0,45,2.3,11.4,.200,1.1,4.6,.250,1.1,6.9,.167,.250,3.4,4.6,.750,1.1,3.4,4.6,4.6,0.0,0.0,1.1,2.3,9.1,86,115,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,5,0,42,7.6,16.4,.462,6.3,8.9,.714,1.3,7.6,.167,.654,1.3,2.5,.500,0.0,3.8,3.8,5.1,2.5,0.0,5.1,1.3,22.8,106,107,
